song_index,artist,song,danceability,energy,tempo,valence,loudness,track_id,track_genre
193,Aria,Poterjannyy ray,0.152,0.635,149.969,0.259,-6.798,1TlUb1RIJbGzcBv6VXTqz4,heavy-metal
194,The Slingers,The Cruellest Cut,0.69,0.651,105.005,0.542,-5.631,34dKNAFLXzgWWutWgDtxxN,garage
195,Nayomi;Stress,Aman,0.777,0.586,101.997,0.884,-5.548,26Jx1QXwWvOIUC2ZEwE2Io,goth
196,Giacomo Puccini;Luciano Pavarotti;The John Alldis Choir;Wandsworth School Boys Choir;London Philharmonic Orchestra;Zubin Mehta,"Turandot, SC 91: Nessun dorma",0.232,0.235,113.492,0.0973,-14.975,4mHXmiEElvvB137jsGnzEa,classical
197,Mig;ISK,Criminel,0.56,0.699,126.134,0.352,-6.429,7kUorPztrb9NLsYZIlGurI,french
198,Arctic Monkeys,Dance Little Liar,0.538,0.607,100.158,0.543,-9.133,3u16Clmxz7dJpnQWXXynok,garage
199,Sophie Hutchings,Love Letter,0.392,0.018,66.99,0.14,-27.064,2JWORFavKKenbRigLBM0Uj,ambient
200,Deep Sleep Rain Sounds,Serene Rain,0.204,1.0,50.488,1e-05,-22.526,7tCL3GNUc04W2S7Cx1MzId,sleep
201,Mansij;Max B Groove,Alive,0.539,0.407,120.053,0.036,-13.548,6grkrnX0IaNPz92hH8qDAt,ambient
202,Teuterekordz,Rhythmus der Nacht,0.662,0.453,121.909,0.286,-9.85,0qnOesU7vy1MuoG3TGdLAH,german
203,gazzzy;framed,Feel Like God,0.819,0.35,121.966,0.118,-10.433,0Ck25uqrWpIM3yGPP5lxFW,sad
204,Cyril Pahinui,Hurrah Lani Ha'a Ha'a,0.431,0.432,104.617,0.776,-13.948,6n8iNBWjmkeWpo2GThR1Jh,guitar
205,Hollow Coves,Blessings,0.545,0.434,95.959,0.208,-11.633,4QpnTJdniesQvZfHfzLTXJ,folk
206,Bad Bunny;Tainy,Callaita,0.61,0.624,176.169,0.244,-4.773,2TH65lNHgvLxCKXM3apjxI,latino
207,Cengiz Kurtoğlu,Benim Olsaydın,0.486,0.488,100.225,0.836,-11.453,4BYVQZQizXAvMvAAk5Q757,turkish
208,Alireza Mashayekhi,"Est-West, Op. 45",0.266,0.311,122.001,0.0351,-13.642,0z8ko5KJI6WDXNzAA4r0wJ,iranian
209,Ricardo Tanturi;Enrique Campos,Una Emocion,0.594,0.369,126.237,0.85,-10.684,6o0k6lVZEEoX0r6NO9tWT5,tango
210,FACE,В новых адиках,0.891,0.627,159.998,0.519,-5.988,6VRdPW2Y7g7LufDPRXmbhr,emo
211,a-ha,Take On Me,0.524,0.931,169.441,0.811,-6.444,6chzhMrYEnKH2bAE8WdiuS,synth-pop
212,Caru,Me & U,0.701,0.852,122.984,0.238,-7.623,3vQIxVTpyW63pgngLRsZ32,deep-house
213,Eikichi Yazawa,時計仕掛けの日々 - Remastered 2022,0.637,0.954,128.124,0.883,-7.604,4Xotl6L8N0hyNiN4fGICEh,rockabilly
214,Temple Of The Dog,Hunger Strike,0.373,0.567,137.789,0.298,-10.835,0W7AbEauB7cP4pidLclApe,grunge
215,Casper Esmann,Wonderful Tonight - Acoustic Instrumental,0.507,0.417,95.12,0.468,-10.686,4E89kjSOH7Hh7aHBsgOVnn,guitar
216,Queta Garay,Chica Ye Ye,0.668,0.756,87.482,0.962,-5.907,6v8pDrOktzNFTpyM2nMIG9,rock-n-roll
217,Kathleen Madigan,My Family,0.56,0.787,62.633,0.488,-5.39,4C31xrbabTvN9DnJvH72pS,comedy
218,George Henrique & Rodrigo,Cliente Preferencial (Um Modão Atrás Do Outro) - Ao Vivo,0.798,0.694,145.902,0.747,-5.396,6ujbQPGL1jQs3fAUtKwX0x,sertanejo
219,Jer 柳應廷,離別的規矩,0.341,0.417,138.875,0.468,-6.99,5tHHZJbJgs6zQmvqewePEf,cantopop
220,Dear Seattle,Feel the Weight,0.48,0.907,103.043,0.602,-3.229,3HKZ9Ss1L3yDI1xnwZVvMr,garage
221,Gabriel Brito;AtituD,Quero Ser Teu Amigo,0.43,0.648,73.833,0.374,-9.424,3gabpaWiZTxdxRDTMqemWz,gospel
222,Everything But The Girl,I Don't Want to Talk About It,0.308,0.332,130.41,0.446,-11.197,7cE35BjpKtOIMTqsKGL8z8,trip-hop
223,Andrew Baena;Johnny Ciardullo,Hollywood's Bleeding,0.347,0.898,134.062,0.127,-4.583,6GR1sgN51rNrjhPVu0iEQA,metalcore
224,Ozuna;Feid,Hey Mor,0.901,0.589,98.002,0.399,-6.713,6Rpbzk2LC8xWZI93RyodAq,latin
225,Mastodon,Blasteroid,0.313,0.968,95.937,0.315,-3.862,5oP9Qc2fJMLckrMJ5kjtl9,groove
226,Boston Soundlabs,Kids In America,0.576,0.575,159.784,0.648,-8.849,12AI2dicWK7YAtmYOYKsag,kids
227,Ramin Djawadi;Tom Morello,Pacific Rim (feat. Tom Morello),0.559,0.695,86.013,0.538,-9.334,2KNmDKL0Ngf5wd7iB25cap,german
228,Håkan Hellström,Öppen genom hela natten,0.365,0.829,113.392,0.566,-5.321,5VjScoCMCxa4fVKiAYYjln,goth
229,Arijit Singh,"Chal Wahan Jaate Hain (From ""Chal Wahan Jaate Hain"")",0.51,0.612,150.041,0.193,-7.629,6qElTDh0OatDTUoROu0vup,pop-film
230,SKYND,John Wayne Gacy,0.552,0.699,111.043,0.157,-5.79,1Q8jLquIsjXRefjBnqmjdB,industrial
231,George Jones,That Heart Belongs To Me,0.554,0.344,115.212,0.407,-9.304,6REc8idTpdDdMlMIcnER2F,honky-tonk
232,U137,Forever Longing,0.0952,0.332,74.928,0.0653,-13.901,5JFpyeAanlyrZ1SBjC9SdH,ambient
233,Oficina G3,Desculpas,0.658,0.725,123.909,0.644,-6.427,0Nme92vYmYrVGAEslR2LB0,gospel
234,Kijugo,Kamado Tanjiro no Uta but is it okay if it's lofi?,0.809,0.193,140.009,0.26,-16.189,6ilH5MXPqcbYKxhG5CqxmM,anime
235,Lujipeka;Lil Tooom,Pas à ma place (feat. Lil Tooom),0.702,0.654,149.188,0.489,-7.109,6ubYk4jucMRsMQ2cfdxVOq,french
236,Otep,Sweet Tooth,0.532,0.965,107.974,0.142,-4.376,6B0T7mAx1eIaVSzQupcwTe,industrial
237,Model 500,Future - Vocal,0.782,0.795,127.604,0.878,-16.376,2goNJ3LOJ5XjLF41HIWDy7,detroit-techno
238,Ministério Koinonya de Louvor;Ludmila Ferber,Maravilhoso,0.325,0.369,99.71,0.186,-13.408,5QLKWX0W2fcPqeuwG5pg2O,gospel
239,Bryce Vine,y can't we b friends?,0.665,0.737,87.958,0.514,-2.976,4HrGkz7sfAy0KMxbHTBpSW,electro
240,Tatiana,Un Lobo En La Noche,0.678,0.725,129.634,0.791,-9.112,2HijAY1d9jh9QNpZcGN4m8,children
241,The Wiggles,Romp Bomp a Stomp,0.687,0.91,153.223,0.98,-2.944,0IqIjOd4WP1VcqIwaz2TIG,children
242,DJ Icey,Different Day,0.693,0.566,125.027,0.184,-8.561,3H8aw73vs10IEx0EiTTD6R,breakbeat
243,The Crystal Method;Hyper;Iggy Pop,Post Punk (feat. Iggy Pop),0.509,0.924,99.98,0.065,-7.207,1LfZVlZg1JMxOS1W1fmWOK,breakbeat
244,Job Kurian;Rita,"Aaranne Aaranne - From ""Urumi""",0.767,0.776,67.011,0.799,-7.551,7FBCJ7f9iiMDnQ1sYlDfKO,malay
245,Elijah Who,this girl,0.79,0.133,69.997,0.422,-9.365,19JzJOMs4wkuKxY8WEOMea,chill
246,Sonny Lim,Punahele,0.453,0.151,97.328,0.551,-22.434,3njVnUOU1FapjRQLyZYG5p,guitar
247,Romántica Milonguera,Besame mucho,0.522,0.467,123.087,0.435,-6.932,5SPRKeCQC2nUorhxcjaA5W,tango
248,Darrell McCall,For a Minute There,0.504,0.302,99.054,0.671,-11.754,1wt6jWpqlVwx6bqr9guw6b,honky-tonk
249,Stephanie J. Block;Teal Wicks,Half-Breed,0.654,0.802,104.718,0.749,-3.843,26HTczHXyN2wkeM6ajQcRt,show-tunes
250,Matheus & Kauan,Abelha Sem Mel - Na Praia / Ao Vivo,0.404,0.841,129.099,0.601,-3.036,0xZRLBgPrcjjIyK0BLllQK,sertanejo
251,The Hillbilly Moon Explosion;Mark Philips,Jackson,0.572,0.863,141.999,0.811,-5.265,6WRey29v6FSsEq2yiTIiWB,psych-rock
252,A.N.I.M.A.L.;Mario Altamirano and A.N.I.M.A.L.,Lo mejor de lo peor,0.536,0.98,91.464,0.213,-5.887,6gWo8TCcq6dqQxpbI69L4r,heavy-metal
253,José González,Visions,0.496,0.245,98.216,0.213,-11.846,37HBDUutFewhdAdXY3zGIe,goth
254,Hanare Gumi,別れの予感,0.63,0.367,98.995,0.547,-11.054,5msvkAkQ8o2GhNxOu3YW5D,acoustic
255,Jordan Davis;Luke Bryan,Buy Dirt,0.586,0.559,177.945,0.437,-6.725,47etYUs12o0yYHd2bQ7Hel,country
256,Amel Bent,Je reste,0.589,0.715,144.012,0.628,-5.775,5uuFQR6tOujYUK5LteeV0Q,french
257,Candi Staton,Young Hearts Run Free,0.646,0.693,115.514,0.825,-8.08,4dfKkLkiQsPr6DNux83BC3,disco
258,Hypnose,Don't Wanna (Yesterday),0.32,0.902,155.001,0.406,-4.653,2YcJWaeLBZX3wpL05pDwNo,hardstyle
259,The Chemical Brothers;KOKOKO!,Eve Of Destruction - KOKOKO! Remix,0.82,0.919,94.511,0.369,-5.952,44KQQKeR6uAQSSmHAIxEyR,breakbeat
260,Rebel Cats;Comisario Pantera,Para Nada,0.586,0.85,109.875,0.761,-4.394,4bkG4W5n6IGkjjjd564hkm,rockabilly
261,Davizinho,Todo Amor do Mundo / Fulminante / Pra Me Enfraquecer - Ao Vivo,0.45,0.689,150.884,0.763,-6.619,2nncoXnnyW8GcZgbRv4kHW,pagode
262,Rob Zombie,Demonoid Phenomenon - Sin Lives Mix,0.543,0.917,140.003,0.346,-5.453,5TsW15Rgh7DZx6fx1IIyJb,industrial
263,Teresa Cristina,Conversa de Botequim,0.725,0.344,163.803,0.738,-9.525,1hz6aG4WfbL3OsAFUOh5R5,samba
264,Estas Tonne;Istvan Sky;Pablo Arellano,The Song of the Butterfly,0.275,0.204,83.154,0.0388,-17.649,0hWwkzGh6NBfMonE36029l,guitar
265,Jaron Nurse,Tell Somebody Bout Jesus,0.668,0.612,82.861,0.722,-7.168,6kmxXd854XIWqAM3Foa8Ox,afrobeat
266,ZABO;ARIUS,Death On The Dance Floor,0.684,0.945,100.036,0.0829,-2.583,6DXadXOOEPThFrQZ15BZKC,club
267,João Gilberto,Eu Quero Um Samba,0.705,0.228,175.904,0.482,-15.747,59708AZI2d9mudYk1GPNlq,guitar
268,Dilsinho,Já que Você Não Me Quer Mais / A Vingança (Ao Vivo),0.322,0.867,84.963,0.746,-6.714,3NuSaofvYZYv9VlKIUzRaC,pagode
269,Vienna State Opera Chorus;Wiener Philharmoniker;Sir Georg Solti,"Mozart: Requiem in D minor, K.626: Lacrimosa",0.18,0.0862,78.536,0.039,-22.366,1R1wQkLdV9YqZkw34gkFla,opera
270,June Anderson;Raul Gimenez;Kathryn Bouleyn;Alessandro Corbelli;Nina Walker,Il Rimprovero,0.307,0.0506,97.548,0.0965,-20.73,4OXUywEN34HnmT5PChEGz5,opera
271,Otros Aires,Mariposita,0.614,0.52,84.993,0.329,-7.234,6xIJ4qXdhHgvmycJ9gVdz8,tango
272,Eddie Ng,我說過要你快樂,0.549,0.406,120.17,0.314,-11.267,31oCJtjH33uYsNPZ60cXOE,cantopop
273,The Black Keys,Wild Child,0.68,0.639,106.991,0.957,-6.233,02bJ6uGeHKfNOhIc9qyA8e,alt-rock
274,Superchunk,Skip Steps 1 & 3,0.2,0.965,183.271,0.582,-8.462,6028v7Uu22M78zzk7s9jSD,power-pop
275,All Angels,Agnus Dei,0.0892,0.206,178.682,0.031,-15.654,17QyLPoSpTDv6ThFqn9Ciw,opera
276,Ajay-Atul;Shreya Ghoshal,Chikni Chameli,0.693,0.956,90.005,0.665,-5.012,1vSXwYeKnzsVvekSpqVabx,hip-hop
277,Paul Elstak,Push Em Up,0.526,0.886,149.918,0.0548,-4.52,3lTBbuXB1RdiWS8AA0O4Fh,happy
278,George Jones;Tammy Wynette,Near You,0.555,0.26,97.586,0.329,-15.042,3ZhzF6bok8eDxDRueEvW9O,honky-tonk
279,majiko,命に嫌われている。,0.727,0.833,99.985,0.525,-3.384,2lXu7SNGIKHJ8EV2EetYFa,anime
280,Laa Lee;TripleDose Production,Gal Yuh Hot,0.825,0.766,107.986,0.896,-4.741,0yiEzh0uwRE4esEDjyhjdI,j-dance
281,Dither;Deadly Guns;Warface,We Always Rise,0.557,0.919,180.003,0.181,-2.136,2ODaTk3MFDeOQmyKKDq2cP,idm
282,Bonde do Forró,Na Hora H,0.591,0.868,91.055,0.833,-4.901,45SW4gTA0jvwLWfL3lLKy2,forro
283,Groundation;Harrison Stafford,Congress Man,0.871,0.653,104.583,0.824,-8.772,0XPWOuLNzlgrV4H6JKd5kk,dub
284,Los Indios Tacunau,Balderrama,0.57,0.39,166.265,0.469,-11.105,2R1xXHwNERBcjiDXjrST7u,guitar
285,DaniSogen,Healing Touch,0.67,0.225,117.94,0.1,-18.001,2h2eJEBhngpmTKDwFuhhDi,chill
286,Najand,A Better World Is Possible,0.244,0.499,99.663,0.0347,1.864,1VHxmBxtPxLmI5Ffb8W35O,iranian
287,"Jaz, The Legend",Era,0.763,0.711,146.01,0.788,-13.478,6uIPwhxrUFj16Y8ciMB2Pk,study
288,Lazerpunk;Max Brhon,Covenant - Max Brhon Remix,0.481,0.755,105.016,0.195,-7.496,2bgQE0osF1reLxV4qiEgw9,club
289,Voodoo Glow Skulls,Delinquent Song,0.466,0.949,113.277,0.54,-5.735,44XOi657umNvDxNw8JvljD,punk
290,Presto?,Sem Direção,0.232,0.978,156.297,0.0398,-5.78,45u0t6q3UEd8uFp7mAH91D,grindcore
291,Armaan Malik,"Jab Tak (From ""M.S.Dhoni - The Untold Story"")",0.299,0.447,121.723,0.321,-7.862,6tkl6rjuXWtVOCaXSSSCz2,pop-film
292,Banda Magníficos,Telefone Fora de Área,0.603,0.849,143.811,0.847,-5.771,3jAjNZM5KFaiMrx40rdMmg,forro
293,Isaias Saad;John Dias,Águas Purificadoras/Oceanos - Ao Vivo,0.395,0.523,133.989,0.215,-8.592,7zqF7owVpOCqpCd51iYyUJ,brazil
294,Fatboibari;Shiloh,Moonlight Shawty,0.671,0.184,106.04,0.128,-15.541,7wkgkIBYBH3xV2ob9Zmh87,chill
295,Atreyu,The Time Is Now,0.481,0.944,165.02,0.396,-3.665,4Q9uL0DWDcpCV1tE14xqnt,metalcore
296,Mordrez,Won't Leave You Behind,0.501,0.798,135.005,0.167,-4.485,795ntGQvEyO5EunX25elIp,electronic
297,Asspera,Partiendo Cabezas,0.507,0.961,75.002,0.759,-4.647,1FQG72IMugWnzCQcCblz6j,heavy-metal
298,Gojira,Into The Storm,0.245,0.972,105.939,0.107,-6.387,6TCxtJhcwImUhRzdPXRURA,death-metal
299,Wax Tailor,From The Dark,0.46,0.292,158.906,0.357,-11.922,0xcDUsknTawAv5VZKQ62aZ,trip-hop
300,J.D. Crowe & The New South,White Freightliner,0.566,0.781,133.312,0.962,-6.963,56fKca6XW3xorTI3Ok6QQQ,bluegrass
301,Fairlane,Believer,0.69,0.875,135.018,0.455,-3.669,2OvghkMxxhszSnCszI0RvU,dub
302,Fernando Corona,El Corrido de La Muñeca Diamante de Rubí,0.804,0.754,116.045,0.981,-4.049,5qgAU5MSbGMjgauOPQVwAQ,idm
303,Zeca Pagodinho,Seu Balancê - Ao Vivo,0.344,0.821,92.908,0.693,-6.039,5uI9pK12wM4BpMezEYhQ5v,samba
304,Massano,The Feeling - 2022 Remaster,0.716,0.862,123.983,0.0352,-9.065,4ZhVRSxT1JP0SWp4VF0EL9,techno
305,Patrice Bäumel;Adana Twins,Roar - Adana Twins Remix,0.803,0.871,123.01,0.0407,-6.326,5cWtZM21FH4YL0aWq3Syfv,deep-house
306,Pig Destroyer,Genital Grinder / Regurgitation of Giblets,0.223,0.985,141.621,0.108,-4.431,3QazsKJhyrN44nay1ZLlbw,grindcore
307,Make Them Die Slowly,Murder Night,0.357,0.808,114.879,0.252,-4.974,5SbJfd4x1fc7l5Q5jZf4w2,grindcore
308,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,"Overture and Three Contredanses, K.106: Contredanse No. 3 in B Flat Major",0.594,0.118,145.794,0.588,-17.044,2YF4qV9DzrcrSyddCkpTxV,classical
309,disrupt,For What?,0.221,0.965,106.979,0.427,-4.412,3u3hMkp1hK2dImwMS9Vf2h,grindcore
310,Imagine Dragons;JID;Arcane;League of Legends,Enemy (with JID) - from the series Arcane League of Legends,0.728,0.783,77.011,0.555,-4.424,1r9xUipOqoNwggBpENDsvJ,rock
311,Evil Darkness,Buried in Hypocrisy,0.376,0.952,144.761,0.361,-8.902,6JnGTDBYMhVKAr0yQKt9OR,death-metal
312,Faber,Ma tu no - Live,0.532,0.453,94.175,0.427,-12.609,6H4l43NExDACR03GX4Wiip,german
313,Funny Van Dannen,Frozen Yogurt - Live,0.5,0.888,70.451,0.856,-8.309,6wzWHglnvkWjmHem8a6tQ6,german
314,Eason Chan,十年,0.6,0.468,123.987,0.203,-9.126,25pWemriUQVrZ3yIiS2IBf,cantopop
315,8 Kalacas,A Tu Lado,0.357,0.931,91.837,0.812,-4.428,5JOp1EDqiDbjdFJLN8fyGO,ska
316,Flower Face,Back to You,0.389,0.202,83.019,0.187,-15.121,1VEBHl13HTNQX82pkSivoB,ambient
317,Adolphe Adam;Wiener Sängerknaben;Friar Alessandro;Schubert-Akademie;Gerald Wirth,O Holy Night,0.136,0.23,82.083,0.122,-11.668,3uoH77ACXwAdvVCCbgw1Ol,opera
318,Snoh Aalegra,LOST YOU,0.445,0.468,87.803,0.444,-8.106,20Q75JEtoaoEbqA2w8xJO6,alternative
319,Linked Horizon,Guren no Yumiya Tv Size Ver.,0.494,0.91,90.447,0.507,-6.016,6rsbsdiGDrYvhbb1K7ziTL,anime
320,Rupert Gregson-Williams;Lorne Balfe,Future King,0.328,0.223,120.162,0.0379,-16.202,27IRxuyClRLi1yesYjoxGa,british
321,Kite,I Can´t Stand,0.561,0.893,101.998,0.617,-4.199,5BNh9kwqauiZhcAuM0nICc,synth-pop
322,Inspector;Lng Sht,Soy Soledad,0.652,0.9,117.989,0.674,-4.587,50QvMSeHtzMjDGhgtWJDsi,ska
323,"Fear, and Loathing in Las Vegas",Let Me Hear,0.175,0.995,184.066,0.303,1.023,5sqkarfxe7UejHTlCtHCLS,hard-rock
324,Sérgio Reis,Poeira,0.461,0.428,109.589,0.649,-8.954,5MYiftZ6nvOEFW3HMkrTpA,sertanejo
325,Perfume Genius,Queen,0.418,0.547,131.983,0.13,-4.932,1DfRCC2qpjjzc6l5DmTjkG,psych-rock
326,Almafuerte,Pensando en Llegar - En Vivo,0.219,0.954,104.587,0.32,-3.667,5x0recmseZMZYQzEogQfvd,heavy-metal
327,Dario G,Sunchyme,0.694,0.977,132.994,0.333,-4.553,2YOuBWIyHgyvHnLMpjzBf2,trance
328,Metallica,Master Of Puppets,0.543,0.836,105.173,0.56,-9.11,2MuWTIM3b0YEAskbeeFE1i,hard-rock
329,Elizabeth Raju,Innayolam Enne Nadathi,0.554,0.551,84.512,0.424,-7.435,29QnCSInWgMFQVXzbd9Obh,malay
330,Surfaces,Take It Easy,0.764,0.69,144.956,0.501,-5.616,4Ve2rEC6QHuhjf2D2t1CW4,soul
331,Louie Anderson,The Pot Luck and Lime Green Jell-O,0.447,0.974,70.37,0.123,-10.917,6AtOR7fFVKLBWb8fnkYPLO,comedy
332,Mumuzinho,Pra Sempre Ou Pra Acabar - Ao Vivo,0.588,0.804,157.886,0.927,-7.267,1bDV9oNKXpvbs2dUhVMAfT,pagode
333,Ahiyan,Mahkeme Şarkısı,0.624,0.452,74.015,0.187,-9.297,0vkCMfjUHi6NDcWQFrHebQ,turkish
334,Víctor Manuel,Nada Nuevo bajo el Sol,0.64,0.703,159.953,0.811,-4.604,52Ci6q7uvrcZ4rOFVYdF2m,spanish
335,Gioachino Rossini;Giulio Prandi;Coro Ghislieri;Francesco Corti;Cristiano Gaudio;Deniel Perer,Petite messe solennelle: I. Kyrie. Kyrie eleison,0.216,0.0415,116.191,0.138,-28.976,2AlgKk82uOLl2gKFZWpVjJ,opera
336,Traitrs,The Lovely Wounded,0.346,0.771,126.927,0.0697,-3.01,0U9XBqriyjpw44A2FyiBAp,goth
337,Teodoro & Sampaio,Casaco Verde,0.591,0.643,86.023,0.762,-4.818,3XLPGv0Jlh2Aisr0lCH10X,sertanejo
338,Steve Rannazzisi,Mowing the Lawn,0.552,0.875,77.532,0.423,-4.969,1dPOioHG4fOwbim38TeCzd,comedy
339,David Tao,月亮代表誰的心,0.622,0.421,169.92,0.513,-7.113,5zpEPwbPcf0Kl2dEyw0T0A,mandopop
340,Kari Jobe,Forever - Radio Version/Live,0.297,0.676,148.151,0.172,-5.891,0GQ2zC56TjGBPapAPOW7yT,world-music
341,K.Flay;xxtristanxo;Slowed Radio,High Enough - Slowed,0.388,0.631,112.033,0.276,-6.328,1xvy0AZI6tlwsTpRw5ioqw,electro
342,Fábio Jr.,Pareço um Menino,0.58,0.33,136.408,0.373,-13.703,0XXwP0EmpOEqWxcL9aSreJ,mpb
343,Plaid;Benet Walsh,Ralome,0.525,0.138,161.957,0.267,-23.333,1XLeX0E7yeFHrSkTgVNtMm,idm
344,Haru Kitamura,You & Me,0.329,0.0375,108.214,0.191,-28.147,18S2PRuactalb1hwBxfwGl,piano
345,The Platters,"Rudolph, The Red Nosed Reindeer",0.576,0.682,145.274,0.919,-4.212,3Ma7En4uWNtzGAhXHVfmCY,r-n-b
346,Sex Prisoner,Underbite,0.315,0.955,59.212,0.316,-5.02,3zRrpaY13nDHD97EHsRJD6,grindcore
347,Tani Yuuki,W / X / Y,0.628,0.775,106.382,0.674,-4.479,3cBghvTcQNDNkW98Y4eGaP,j-pop
348,Secret Garden,Nocturne,0.219,0.298,79.136,0.154,-11.52,6bk11TH82XrT5QUC1gDw9A,new-age
349,Alireza Mashayekhi;Djamchid Chemirani;Keyvan Chemirani,Shekast,0.61,0.131,130.204,0.178,-31.652,4ybUBJ6bQzzdreFHPWIYTH,iranian
350,Bruno & Marrone,Se Tiver Coragem Joga Fora - Ao Vivo,0.488,0.741,77.381,0.334,-4.683,3R7pIqT7z4qdHUtafP1BXI,sertanejo
351,I Prevail;Joyner Lucas,DOA [Feat. Joyner Lucas],0.372,0.479,175.134,0.08,-8.218,78fUyqhfdpL5aaD12QSGCi,metalcore
352,DJ Icey,All the Time,0.627,0.966,127.806,0.435,-5.433,75VOiyc0bT0VkFFQuKakgE,breakbeat
353,Mouse On Mars,Paymig,0.389,0.37,121.273,0.579,-13.51,102HoJ1VUueKulylTogKiS,idm
354,Dora The Explorer,Fairytale Land,0.62,0.871,119.663,0.94,-3.595,7pEXRliRn0FRDLwc7Kwyid,kids
355,Le Castle Vania,Fully Loaded Epic Win,0.679,0.952,128.033,0.175,-2.777,0MGkVtHqa6hp9WFaUc0fq1,club
356,Ugly Kid Joe,Cats In The Cradle,0.511,0.517,75.67,0.433,-9.653,5x9RZg7HfXGY3JayXL3seF,hard-rock
357,Nikolai Erdenko,Я встретил Вас,0.226,0.19,48.443,0.063,-15.303,5iC2KAaeDcjR1UBmiUDac0,romance
358,32 Leaves,All Is Numb,0.411,0.691,142.987,0.189,-7.894,6gcTOMaiGWXEKWHsneDDbt,grunge
359,Stam1na,"Metsästäjä, III Ylösalainen",0.585,0.555,125.052,0.0757,-7.005,7McE546teu157YvyYPAxDw,heavy-metal
360,Tim Maia,Um Dia de Domingo,0.353,0.721,73.993,0.259,-6.482,0WhbWcAAXBoaDKKyFq7Ya1,samba
361,T.O.K;Arif Cooper,Sexy & Ready (2022 Remastered),0.427,0.9,95.688,0.873,-3.904,6spHiUIu4msYEmIQHmjpBm,dancehall
362,FEEST DJ MAARTEN,Mama Laudaaa (Hardstyle Remix),0.58,0.966,150.039,0.653,-2.212,6q0BTipSzAXXJ9p3CLJpad,hardstyle
363,Giacomo Puccini;Mirella Freni;Orchestra del Maggio Musicale Fiorentino;Bruno Bartoletti,"Gianni Schicchi: ""O mio babbino caro""",0.189,0.0966,171.235,0.0573,-20.224,63ckuNQ32tWClunYN6YgoU,opera
364,Catch Side,Eu e Você,0.645,0.41,95.016,0.517,-7.796,5qLcZKAKaFuSCXh00E2jZz,emo
365,Lane 8;Rae Morris,No Fun,0.879,0.621,122.024,0.515,-8.063,5ImCVtO1gvcD1ttdG5SrQT,progressive-house
366,Synergetic Emotion,Vikings - VIP Mix,0.754,0.411,142.074,0.323,-9.015,0zpl5uMmSeTIPheLMEzn6y,trance
367,my little airport,給親戚看見我一個人食吉野家,0.673,0.434,94.544,0.858,-11.008,1k7askm0LAgXVquR5EpXL6,cantopop
368,Daddy Yankee,Rompe,0.696,0.858,176.061,0.533,-5.155,4Xtlw8oXkIOvzV7crUBKeZ,latino
369,Ava Max;KOLIDESCOPES,Who's Laughing Now - KOLIDESCOPES Remix,0.726,0.823,119.984,0.372,-6.872,3Bo6gBBplVAl6knwfKu8jy,dance
370,Tears For Fears,Head Over Heels,0.602,0.839,95.16,0.653,-4.251,2Q8AN9WGElTDjXGmtGkSrA,synth-pop
371,FINNEAS,"Mona Lisa, Mona Lisa",0.742,0.521,125.032,0.646,-6.844,252G7yirQ4pXj6ZD4T9R2W,indie-pop
372,Lady Gaga;Bradley Cooper,Shallow,0.572,0.385,95.799,0.323,-6.362,2VxeLyX666F8uXCJ0dZF8B,dance
373,Hans Zimmer;Gavin Greenaway;The Lyndhurst Orchestra;Lisa Gerrard,"Progeny - From ""Gladiator"" Soundtrack",0.192,0.0163,100.074,0.0357,-35.796,5RLHx3e30a3qSR8f2elYz0,german
374,Cash Flow,Hergün Bela Devam,0.606,0.689,76.727,0.105,-5.628,0wFDRW3s1i5rhFIl3KQ3wr,turkish
375,Vicetone;Cozi Zuehlsdorff,Way Back,0.6,0.834,108.052,0.454,-4.229,5yId5vztDqFdpYIMkDs4XV,progressive-house
376,Marika Takeuchi,Drifting Away,0.298,0.333,86.234,0.16,-16.215,7kIqDHQi0LgGXflnqf6Sy5,piano
377,Priscila Senna,Rei das Mentiras - Ao Vivo,0.704,0.859,127.991,0.599,-4.775,39VdRslydJpExrlv7ZFZRx,forro
378,Bipul Chettri,Syndicate,0.633,0.427,119.979,0.757,-12.788,0Ai5lxcQ7WfxLtZn6h9PG1,indie-pop
379,Almafuerte,Donde Esta Mi Corazon,0.379,0.957,116.402,0.336,-4.81,25nBWCVdIRAf1muDkK4fnd,heavy-metal
380,neguse.,恋夜,0.403,0.839,186.796,0.619,-4.218,59fXitI8pGevOkd4VeZrGr,j-pop
381,Orquesta Tipica Buenos Aires,A La Gran Muñeca,0.64,0.283,120.089,0.618,-8.848,4H56F3fd4ND381MigKXJFV,tango
382,Dr. Blesson Memana,Hridayathin Vathil,0.47,0.512,139.923,0.409,-11.126,6K4mhtvM6LT9VoIVsok53c,malay
383,Wilmer X,Slickar den hand som slår,0.395,0.819,179.987,0.752,-7.178,3gl46cw6JSkD9iFdOKwoDH,ska
384,Hot Rize,High On A Mountain,0.439,0.274,201.5,0.682,-16.033,3BOUYaKNALBl9j64wfxplM,bluegrass
385,Валерий Агафонов,"В час, когда мерцанье...",0.363,0.0757,86.963,0.0395,-16.633,4azSeK5rPmxz1Da3EEAJOF,romance
